uuid_inventario,occurrence_type,target_name,next_state_prediction
INV-008126,Monitoração de Terraplenos e Estruturas de Contenção,Target_8126,critical
INV-008127,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8127,improving
INV-008128,Monitoração de OAE,Target_8128,critical
INV-008129,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8129,degrading
INV-008130,Monitoração de Sinalização Horizontal - Zebrados,Target_8130,stable
INV-008131,Monitoração de Terraplenos e Estruturas de Contenção,Target_8131,stable
INV-008132,Monitoração de Terraplenos e Estruturas de Contenção,Target_8132,improving
INV-008133,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8133,stable
INV-008134,Monitoração de Sinalização Horizontal - Zebrados,Target_8134,degrading
INV-008135,Monitoração de OAE,Target_8135,degrading
INV-008136,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8136,critical
INV-008137,Monitoração de Drenagem Profunda,Target_8137,degrading
INV-008138,Monitoração de Terraplenos e Estruturas de Contenção,Target_8138,critical
INV-008139,Monitoração de OAE,Target_8139,degrading
INV-008140,Monitoração de OAE,Target_8140,critical
INV-008141,Monitoração de Sinalização Vertical,Target_8141,improving
INV-008142,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8142,degrading
INV-008143,Monitoração de OAE,Target_8143,stable
INV-008144,Monitoração de Terraplenos e Estruturas de Contenção,Target_8144,stable
INV-008145,Monitoração de Sinalização Vertical,Target_8145,degrading
INV-008146,Monitoração de Terraplenos e Estruturas de Contenção,Target_8146,stable
INV-008147,Monitoração de Drenagem Profunda,Target_8147,improving
INV-008148,Monitoração de Drenagem Profunda,Target_8148,critical
INV-008149,Monitoração de Sinalização Vertical,Target_8149,stable
INV-008150,Monitoração de Drenagem Profunda,Target_8150,degrading
INV-008151,Monitoração de OAE,Target_8151,critical
INV-008152,Monitoração de Sinalização Horizontal - Zebrados,Target_8152,degrading
INV-008153,Monitoração de OAE,Target_8153,critical
INV-008154,Monitoração de Terraplenos e Estruturas de Contenção,Target_8154,stable
INV-008155,Monitoração de Terraplenos e Estruturas de Contenção,Target_8155,stable
INV-008156,Monitoração de Terraplenos e Estruturas de Contenção,Target_8156,critical
INV-008157,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8157,improving
INV-008158,Monitoração de Drenagem Profunda,Target_8158,improving
INV-008159,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8159,critical
INV-008160,Monitoração de Sinalização Vertical,Target_8160,improving
INV-008161,Monitoração de Terraplenos e Estruturas de Contenção,Target_8161,improving
INV-008162,Monitoração de Drenagem Profunda,Target_8162,improving
INV-008163,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8163,degrading
INV-008164,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8164,improving
INV-008165,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8165,degrading
INV-008166,Monitoração de Drenagem Profunda,Target_8166,degrading
INV-008167,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8167,stable
INV-008168,Monitoração de OAE,Target_8168,critical
INV-008169,Monitoração de Sinalização Vertical,Target_8169,critical
INV-008170,Monitoração de Sinalização Horizontal - Zebrados,Target_8170,improving
INV-008171,Monitoração de OAE,Target_8171,improving
INV-008172,Monitoração de OAE,Target_8172,improving
INV-008173,Monitoração de Sinalização Horizontal - Zebrados,Target_8173,critical
INV-008174,Monitoração de Sinalização Horizontal - Zebrados,Target_8174,critical
INV-008175,Monitoração de Terraplenos e Estruturas de Contenção,Target_8175,stable
INV-008176,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8176,improving
INV-008177,Monitoração de Sinalização Horizontal - Zebrados,Target_8177,improving
INV-008178,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8178,stable
INV-003483,Monitoração de Sinalização Horizontal - Zebrados,Target_8179,degrading
INV-008180,Monitoração de Sinalização Vertical,Target_8180,degrading
INV-008181,Monitoração de OAE,Target_8181,degrading
INV-008182,Monitoração de Sinalização Vertical,Target_8182,degrading
INV-008183,Monitoração de Sinalização Vertical,Target_8183,critical
INV-008184,Monitoração de Sinalização Vertical,Target_8184,degrading
INV-008185,Monitoração de Drenagem Profunda,Target_8185,stable
INV-008186,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8186,improving
INV-008187,Monitoração de Sinalização Horizontal - Zebrados,Target_8187,critical
INV-008188,Monitoração de Sinalização Vertical,Target_8188,critical
INV-008189,,Target_8189,critical
INV-008190,Monitoração de Drenagem Profunda,Target_8190,improving
INV-008191,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8191,improving
INV-008192,Monitoração de OAE,Target_8192,stable
INV-008193,Monitoração de Drenagem Profunda,Target_8193,degrading
INV-008194,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8194,degrading
INV-008195,Monitoração de OAE,Target_8195,critical
INV-008196,Monitoração de Terraplenos e Estruturas de Contenção,Target_8196,stable
INV-008197,Monitoração de Sinalização Vertical,Target_8197,improving
INV-008198,Monitoração de Sinalização Horizontal - Zebrados,Target_8198,stable
INV-008199,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8199,critical
INV-008200,Monitoração de Drenagem Profunda,Target_8200,critical
INV-008201,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8201,critical
INV-008202,Monitoração de Sinalização Vertical,Target_8202,degrading
INV-008203,Monitoração de Drenagem Profunda,Target_8203,critical
INV-008204,Monitoração de Drenagem Profunda,Target_8204,critical
INV-008205,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8205,stable
INV-008206,Monitoração de Sinalização Vertical,Target_8206,improving
INV-008207,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8207,improving
INV-008208,Monitoração de Sinalização Vertical,Target_8208,stable
INV-008209,Monitoração de Terraplenos e Estruturas de Contenção,Target_8209,improving
INV-008210,Monitoração de Sinalização Vertical,Target_8210,degrading
INV-008211,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8211,critical
INV-008212,Monitoração de Terraplenos e Estruturas de Contenção,Target_8212,critical
INV-008213,Monitoração de Drenagem Profunda,Target_8213,critical
INV-008214,Monitoração de Drenagem Profunda,Target_8214,degrading
INV-008215,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8215,critical
INV-008216,Monitoração de Terraplenos e Estruturas de Contenção,Target_8216,critical
INV-008217,Monitoração de Sinalização Vertical,Target_8217,degrading
INV-008218,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8218,improving
INV-008219,Monitoração de OAE,Target_8219,degrading
INV-008220,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8220,degrading
INV-008221,Monitoração de Sinalização Horizontal - Zebrados,Target_8221,improving
INV-008222,Monitoração de Sinalização Vertical,Target_8222,degrading
INV-008223,Monitoração de Drenagem Profunda,Target_8223,improving
INV-008224,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8224,critical
INV-008225,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8225,stable
INV-008226,Monitoração de Terraplenos e Estruturas de Contenção,Target_8226,stable
INV-008227,Monitoração de Sinalização Horizontal - Zebrados,Target_8227,stable
INV-008228,Monitoração de Sinalização Horizontal - Zebrados,Target_8228,stable
INV-008229,Monitoração de Drenagem Profunda,Target_8229,stable
INV-008230,Monitoração de OAE,Target_8230,degrading
INV-008231,Monitoração de OAE,Target_8231,critical
INV-008232,Monitoração de Sinalização Horizontal - Zebrados,Target_8232,critical
INV-008233,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8233,stable
INV-008234,Monitoração de Sinalização Horizontal - Zebrados,Target_8234,degrading
INV-008235,Monitoração de Sinalização Vertical,Target_8235,stable
INV-008236,Monitoração de Drenagem Profunda,Target_8236,stable
INV-008237,Monitoração de Drenagem Profunda,Target_8237,critical
INV-008238,Monitoração de OAE,Target_8238,degrading
INV-008239,Monitoração de Sinalização Horizontal - Zebrados,Target_8239,stable
INV-008240,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8240,degrading
INV-008241,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8241,improving
INV-008242,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8242,improving
INV-008243,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8243,improving
INV-008244,Monitoração de Sinalização Vertical,Target_8244,stable
INV-008245,Monitoração de OAE,Target_8245,stable
INV-008246,Monitoração de Drenagem Profunda,Target_8246,degrading
INV-008247,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8247,improving
INV-008248,Monitoração de Sinalização Vertical,Target_8248,improving
INV-008249,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8249,stable
INV-008250,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8250,stable
INV-008251,Monitoração de Sinalização Vertical,Target_8251,stable
INV-008252,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8252,stable
INV-008253,Monitoração de OAE,Target_8253,stable
INV-008254,Monitoração de Sinalização Horizontal - Zebrados,Target_8254,degrading
INV-008255,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8255,degrading
INV-008256,Monitoração de Terraplenos e Estruturas de Contenção,Target_8256,critical
INV-008257,Monitoração de Drenagem Profunda,Target_8257,critical
INV-008258,Monitoração de Sinalização Vertical,Target_8258,stable
INV-008259,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8259,improving
INV-008260,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8260,improving
INV-008261,Monitoração de Terraplenos e Estruturas de Contenção,Target_8261,stable
INV-008262,Monitoração de Drenagem Profunda,Target_8262,improving
INV-008263,Monitoração de Sinalização Horizontal - Zebrados,Target_8263,degrading
INV-008264,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8264,stable
INV-008265,Monitoração de OAE,Target_8265,critical
INV-008266,Monitoração de OAE,Target_8266,improving
INV-008267,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8267,degrading
INV-008268,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8268,stable
INV-008269,Monitoração de Sinalização Vertical,Target_8269,critical
INV-008270,Monitoração de OAE,Target_8270,degrading
INV-008271,Monitoração de Drenagem Profunda,Target_8271,improving
INV-008272,Monitoração de Sinalização Vertical,Target_8272,stable
INV-008273,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8273,critical
INV-008274,Monitoração de Sinalização Horizontal - Zebrados,Target_8274,improving
INV-008275,Monitoração de Sinalização Vertical,Target_8275,degrading
INV-008276,Monitoração de Sinalização Horizontal - Zebrados,Target_8276,critical
INV-008277,Monitoração de Terraplenos e Estruturas de Contenção,Target_8277,critical
INV-008278,Monitoração de Sinalização Vertical,Target_8278,improving
INV-008279,Monitoração de Sinalização Vertical,Target_8279,improving
INV-008280,Monitoração de OAE,Target_8280,improving
INV-008281,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8281,critical
INV-008282,Monitoração de OAE,Target_8282,critical
INV-008283,Monitoração de Sinalização Horizontal - Zebrados,Target_8283,degrading
INV-008284,Monitoração de OAE,Target_8284,improving
INV-008285,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8285,improving
INV-008286,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8286,degrading
INV-008287,Monitoração de Sinalização Horizontal - Zebrados,Target_8287,degrading
INV-008288,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8288,critical
INV-008289,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8289,degrading
INV-008290,Monitoração de Sinalização Horizontal - Zebrados,Target_8290,degrading
INV-008291,Monitoração de OAE,Target_8291,stable
INV-008292,Monitoração de OAE,Target_8292,stable
INV-008293,Monitoração de Sinalização Vertical,Target_8293,stable
INV-008294,Monitoração de OAE,Target_8294,stable
INV-008295,Monitoração de Sinalização Horizontal - Zebrados,Target_8295,degrading
INV-008296,Monitoração de Sinalização Horizontal - Zebrados,Target_8296,stable
INV-008297,Monitoração de Sinalização Vertical,Target_8297,critical
INV-008298,Monitoração de Terraplenos e Estruturas de Contenção,Target_8298,degrading
INV-008299,Monitoração de OAE,Target_8299,degrading
INV-008300,Monitoração de Terraplenos e Estruturas de Contenção,Target_8300,stable
INV-008301,Monitoração de OAE,Target_8301,improving
INV-008302,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8302,improving
INV-008303,Monitoração de Sinalização Vertical,Target_8303,improving
INV-008304,Monitoração de Sinalização Vertical,Target_8304,degrading
INV-008305,Monitoração de Sinalização Horizontal - Zebrados,Target_8305,critical
INV-008306,Monitoração de OAE,Target_8306,critical
INV-008307,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8307,critical
INV-008308,Monitoração de Terraplenos e Estruturas de Contenção,Target_8308,stable
INV-008309,Monitoração de OAE,Target_8309,improving
INV-008310,Monitoração de Sinalização Vertical,Target_8310,degrading
INV-008311,Monitoração de Sinalização Horizontal - Zebrados,Target_8311,critical
INV-008312,Monitoração de OAE,Target_8312,stable
INV-008313,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8313,improving
INV-008314,Monitoração de Drenagem Profunda,Target_8314,degrading
INV-008315,Monitoração de Sinalização Horizontal - Zebrados,Target_8315,critical
INV-008316,Monitoração de Sinalização Horizontal - Zebrados,Target_8316,degrading
INV-008317,Monitoração de Sinalização Vertical,Target_8317,improving
INV-008318,Monitoração de Drenagem Profunda,Target_8318,stable
INV-008319,Monitoração de OAE,Target_8319,stable
INV-008320,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8320,stable
INV-008321,Monitoração de Terraplenos e Estruturas de Contenção,Target_8321,improving
INV-008322,Monitoração de OAE,Target_8322,critical
INV-008323,Monitoração de Sinalização Vertical,Target_8323,degrading
INV-008324,Monitoração de Drenagem Profunda,Target_8324,critical
INV-008325,Monitoração de Terraplenos e Estruturas de Contenção,Target_8325,critical
INV-008326,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8326,critical
INV-008327,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8327,improving
INV-008328,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8328,critical
INV-008329,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8329,degrading
INV-008330,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8330,improving
INV-008331,Monitoração de Sinalização Vertical,Target_8331,critical
INV-008332,Monitoração de Terraplenos e Estruturas de Contenção,Target_8332,improving
INV-008333,Monitoração de Sinalização Vertical,Target_8333,degrading
INV-008334,Monitoração de Sinalização Vertical,Target_8334,stable
INV-008335,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8335,degrading
INV-008336,Monitoração de OAE,Target_8336,improving
INV-008337,Monitoração de Terraplenos e Estruturas de Contenção,Target_8337,critical
INV-008338,Monitoração de OAE,Target_8338,stable
INV-008339,Monitoração de Drenagem Profunda,Target_8339,critical
INV-008340,Monitoração de OAE,Target_8340,improving
INV-008341,Monitoração de OAE,Target_8341,degrading
INV-008342,Monitoração de Drenagem Profunda,Target_8342,stable
INV-008343,Monitoração de Terraplenos e Estruturas de Contenção,Target_8343,degrading
INV-008344,Monitoração de Sinalização Horizontal - Zebrados,Target_8344,degrading
INV-008345,Monitoração de Sinalização Horizontal - Zebrados,Target_8345,critical
INV-008346,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8346,improving
INV-008347,Monitoração de Sinalização Horizontal - Zebrados,Target_8347,degrading
INV-008348,Monitoração de Sinalização Horizontal - Zebrados,Target_8348,degrading
INV-008349,Monitoração de Sinalização Horizontal - Zebrados,Target_8349,critical
INV-008350,Monitoração de OAE,Target_8350,stable
INV-008351,Monitoração de Sinalização Horizontal - Zebrados,Target_8351,stable
INV-008352,Monitoração de OAE,Target_8352,improving
INV-008353,Monitoração de OAE,Target_8353,improving
INV-008354,Monitoração de Sinalização Vertical,Target_8354,improving
INV-008355,Monitoração de Drenagem Profunda,Target_8355,improving
INV-008356,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8356,stable
INV-008357,Monitoração de Drenagem Profunda,Target_8357,stable
INV-008358,Monitoração de Sinalização Vertical,Target_8358,critical
INV-008359,Monitoração de Terraplenos e Estruturas de Contenção,Target_8359,degrading
INV-008360,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8360,degrading
INV-008361,Monitoração de OAE,Target_8361,degrading
INV-008362,Monitoração de Sinalização Horizontal - Zebrados,Target_8362,improving
INV-008363,Monitoração de Terraplenos e Estruturas de Contenção,Target_8363,improving
INV-008364,Monitoração de Sinalização Horizontal - Zebrados,Target_8364,critical
INV-008365,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8365,degrading
INV-008366,Monitoração de Sinalização Vertical,Target_8366,critical
INV-008367,Monitoração de Sinalização Vertical,Target_8367,stable
INV-008368,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8368,critical
INV-008369,Monitoração de OAE,Target_8369,improving
INV-008370,Monitoração de Terraplenos e Estruturas de Contenção,Target_8370,critical
INV-008371,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8371,stable
INV-008372,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8372,improving
INV-008373,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8373,improving
INV-008374,Monitoração de OAE,Target_8374,stable
INV-008375,Monitoração de OAE,Target_8375,critical
INV-008376,Monitoração de OAE,Target_8376,stable
INV-008377,Monitoração de OAE,Target_8377,critical
,Monitoração de Drenagem Profunda,Target_8378,critical
INV-008379,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8379,critical
INV-008380,Monitoração de Terraplenos e Estruturas de Contenção,Target_8380,degrading
INV-008381,Monitoração de Drenagem Profunda,Target_8381,improving
INV-008382,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8382,degrading
INV-008383,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8383,critical
INV-008384,Monitoração de OAE,Target_8384,improving
INV-008385,Monitoração de Sinalização Vertical,Target_8385,improving
INV-008386,Monitoração de Sinalização Vertical,Target_8386,stable
INV-008387,Monitoração de OAE,Target_8387,degrading
INV-008388,Monitoração de Terraplenos e Estruturas de Contenção,Target_8388,improving
INV-008389,Monitoração de OAE,Target_8389,critical
INV-008390,Monitoração de Drenagem Profunda,Target_8390,improving
INV-008391,Monitoração de OAE,Target_8391,stable
INV-008392,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8392,degrading
INV-008393,Monitoração de Terraplenos e Estruturas de Contenção,Target_8393,stable
INV-008394,Monitoração de Sinalização Horizontal - Zebrados,Target_8394,degrading
INV-008395,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8395,critical
INV-008396,Monitoração de Sinalização Vertical,Target_8396,degrading
INV-008397,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8397,critical
INV-008398,Monitoração de Terraplenos e Estruturas de Contenção,Target_8398,stable
INV-008399,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8399,critical
INV-008400,Monitoração de OAE,Target_8400,stable
INV-008401,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8401,stable
INV-008402,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8402,improving
INV-008403,Monitoração de Terraplenos e Estruturas de Contenção,Target_8403,critical
INV-008404,Monitoração de Drenagem Profunda,Target_8404,stable
INV-008405,Monitoração de Sinalização Horizontal - Zebrados,Target_8405,improving
INV-008406,Monitoração de Sinalização Vertical,Target_8406,stable
INV-008407,Monitoração de Terraplenos e Estruturas de Contenção,Target_8407,critical
INV-008408,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8408,degrading
INV-008409,Monitoração de Sinalização Vertical,Target_8409,improving
INV-008410,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8410,stable
INV-008411,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8411,degrading
INV-008412,Monitoração de Sinalização Horizontal - Zebrados,Target_8412,critical
INV-008413,Monitoração de Sinalização Vertical,Target_8413,improving
INV-008414,Monitoração de Sinalização Horizontal - Zebrados,Target_8414,degrading
INV-008415,Monitoração de Sinalização Horizontal - Zebrados,Target_8415,degrading
INV-008416,Monitoração de Sinalização Horizontal - Zebrados,Target_8416,stable
INV-008417,Monitoração de Sinalização Horizontal - Zebrados,Target_8417,critical
INV-008418,Monitoração de Sinalização Vertical,Target_8418,stable
INV-008419,Monitoração de Sinalização Vertical,Target_8419,improving
INV-008420,Monitoração de Terraplenos e Estruturas de Contenção,Target_8420,degrading
INV-008421,Monitoração de Drenagem Profunda,Target_8421,critical
INV-008422,Monitoração de Sinalização Horizontal - Zebrados,Target_8422,stable
INV-008423,Monitoração de Drenagem Profunda,Target_8423,stable
INV-008424,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8424,degrading
INV-008425,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8425,improving
INV-008426,Monitoração de Terraplenos e Estruturas de Contenção,Target_8426,degrading
INV-008427,Monitoração de Drenagem Profunda,Target_8427,improving
INV-008428,Monitoração de OAE,Target_8428,improving
INV-008429,Monitoração de Sinalização Horizontal - Zebrados,Target_8429,critical
INV-008430,Monitoração de Sinalização Horizontal - Zebrados,Target_8430,degrading
INV-008431,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8431,critical
INV-008432,Monitoração de Sinalização Vertical,Target_8432,degrading
INV-008433,INVALID_TYPE,Target_8433,degrading
INV-008434,Monitoração de Sinalização Horizontal - Zebrados,Target_8434,improving
INV-008435,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8435,stable
INV-008436,Monitoração de Sinalização Horizontal - Zebrados,Target_8436,improving
INV-008437,Monitoração de Terraplenos e Estruturas de Contenção,Target_8437,improving
INV-008438,Monitoração de Sinalização Vertical,Target_8438,stable
INV-008439,Monitoração de Drenagem Profunda,Target_8439,stable
INV-008440,Monitoração de OAE,Target_8440,degrading
INV-008441,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8441,stable
INV-008442,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8442,stable
INV-008443,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8443,degrading
INV-008444,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8444,stable
INV-008445,Monitoração de Terraplenos e Estruturas de Contenção,Target_8445,improving
INV-008446,Monitoração de Terraplenos e Estruturas de Contenção,Target_8446,degrading
INV-008447,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8447,stable
INV-008448,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8448,critical
INV-008449,Monitoração de OAE,Target_8449,improving
INV-008450,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8450,stable
INV-008451,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8451,critical
INV-008452,Monitoração de Sinalização Horizontal - Zebrados,Target_8452,stable
INV-008453,Monitoração de Drenagem Profunda,Target_8453,critical
INV-008454,Monitoração de Sinalização Vertical,Target_8454,improving
INV-008455,Monitoração de Sinalização Horizontal - Zebrados,Target_8455,stable
INV-008456,Monitoração de OAE,Target_8456,improving
INV-008457,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8457,stable
INV-008458,Monitoração de Terraplenos e Estruturas de Contenção,Target_8458,improving
INV-008459,Monitoração de Sinalização Vertical,Target_8459,degrading
INV-008460,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8460,critical
INV-008461,Monitoração de Drenagem Profunda,Target_8461,degrading
INV-008462,Monitoração de Sinalização Vertical,Target_8462,improving
INV-008463,Monitoração de Sinalização Horizontal - Zebrados,Target_8463,stable
INV-008464,Monitoração de Drenagem Profunda,Target_8464,stable
INV-008465,Monitoração de OAE,Target_8465,stable
INV-008466,Monitoração de Terraplenos e Estruturas de Contenção,Target_8466,degrading
INV-008467,Monitoração de Sinalização Horizontal - Zebrados,Target_8467,degrading
INV-008468,Monitoração de Sinalização Vertical,Target_8468,improving
INV-008469,Monitoração de Sinalização Horizontal - Zebrados,Target_8469,degrading
INV-008470,Monitoração de OAE,Target_8470,degrading
INV-008471,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8471,critical
INV-008472,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8472,improving
INV-008473,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8473,stable
INV-008474,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8474,improving
INV-008475,Monitoração de Drenagem Profunda,Target_8475,critical
INV-008476,Monitoração de OAE,Target_8476,critical
INV-008477,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8477,stable
INV-008478,Monitoração de Sinalização Horizontal - Zebrados,Target_8478,critical
INV-008479,Monitoração de Sinalização Vertical,Target_8479,degrading
INV-008480,Monitoração de OAE,Target_8480,degrading
INV-008481,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8481,degrading
INV-008482,Monitoração de Drenagem Profunda,Target_8482,critical
INV-008483,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8483,stable
INV-008484,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8484,degrading
INV-008485,Monitoração de Sinalização Vertical,Target_8485,critical
INV-008486,Monitoração de Sinalização Vertical,Target_8486,critical
INV-008487,Monitoração de Sinalização Vertical,Target_8487,critical
INV-008488,Monitoração de Terraplenos e Estruturas de Contenção,Target_8488,improving
INV-008489,Monitoração de OAE,Target_8489,improving
INV-008490,Monitoração de Sinalização Vertical,Target_8490,degrading
INV-008491,Monitoração de Sinalização Vertical,Target_8491,stable
INV-008492,Monitoração de Drenagem Profunda,Target_8492,stable
INV-008493,Monitoração de Drenagem Profunda,Target_8493,critical
INV-008494,Monitoração de Drenagem Profunda,Target_8494,degrading
INV-008495,Monitoração de Sinalização Vertical,Target_8495,stable
INV-008496,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8496,improving
INV-008497,Monitoração de Sinalização Vertical,Target_8497,stable
INV-008498,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8498,improving
INV-008499,Monitoração de Drenagem Profunda,Target_8499,improving
INV-008500,Monitoração de Sinalização Horizontal - Zebrados,Target_8500,critical
INV-008501,Monitoração de Sinalização Vertical,Target_8501,stable
INV-008502,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8502,improving
INV-008503,Monitoração de Sinalização Vertical,Target_8503,critical
INV-008504,Monitoração de Terraplenos e Estruturas de Contenção,Target_8504,stable
INV-008505,Monitoração de Sinalização Horizontal - Zebrados,Target_8505,degrading
INV-008506,Monitoração de Sinalização Horizontal - Zebrados,Target_8506,stable
INV-008507,Monitoração de OAE,Target_8507,stable
INV-008508,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8508,degrading
INV-008509,Monitoração de Sinalização Horizontal - Zebrados,Target_8509,critical
INV-008510,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8510,critical
INV-008511,Monitoração de Drenagem Profunda,Target_8511,improving
INV-008512,Monitoração de Terraplenos e Estruturas de Contenção,Target_8512,stable
INV-008513,Monitoração de OAE,Target_8513,stable
INV-008514,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8514,improving
INV-008515,Monitoração de Sinalização Horizontal - Zebrados,Target_8515,degrading
INV-008516,Monitoração de Terraplenos e Estruturas de Contenção,Target_8516,improving
INV-008517,Monitoração de Sinalização Vertical,Target_8517,critical
INV-008518,Monitoração de Terraplenos e Estruturas de Contenção,Target_8518,improving
INV-008519,Monitoração de OAE,Target_8519,stable
INV-008520,Monitoração de OAE,Target_8520,stable
INV-008521,Monitoração de Terraplenos e Estruturas de Contenção,Target_8521,stable
